clean_title,clean_content,sentiment
cổ phiếu xây dựng hoà bình và hagl agrico bị hủy niêm yết,mới đây sở giao dịch chứng khoán tp hcm hose đã ban hành hai quyết định hủy niêm yết bắt buộc với cổ phiếu hbc của công ty cổ phần tập đoàn xây dựng hòa bình hbc và công ty cổ phần nông nghiệp quốc tế hoàng anh gia lai hagl agrico hng nguyên nhân của hai trường hợp đều đến từ kết quả kinh doanh bết bát những năm qua với hbc lỗ lũy kế tính đến cuối năm là tỷ đồng vượt quá số vốn điều lệ thực góp của công ty là tỷ đồng còn hng đã kinh doanh thua lỗ trong ba năm liên tục với lợi nhuận sau thuế của cổ đông công ty mẹ năm và về mức âm lần lượt là hơn tỷ tỷ và tỷ đồng theo quy định cổ phiếu của công ty hủy bỏ niêm yết nhưng vẫn đáp ứng điều kiện là công ty đại chúng phải đăng ký giao dịch trên sàn upcom trước đó nhiều mã chứng khoán bị hủy niêm yết trên hose cũng chuyển về giao dịch ở thị trường này trên thị trường cổ phiếu hbc đóng cửa cuối tuần ở đồng một đơn vị giảm so với đầu năm trong khi đó hng chốt phiên ở đồng một cổ phiếu đi lùi khoảng so với đầu năm thời gian trước hai mã chứng khoán kể trên từng rơi vào diện bị cảnh báo kiểm soát hoặc hạn chế giao dịch vì kết quả kinh doanh bết bát xây dựng hòa bình lỗ hai năm liền trước khi thị trường bất động sản đóng băng khiến nguồn thu giảm sút nợ khó đòi dâng cao tạo gánh nặng trích lập dự phòng song song đó thượng tầng công ty lại xảy ra cuộc nội chiến trong thư gửi cổ đông cuối tháng ông lê viết hải chủ tịch hội đồng quản trị hbc khẳng định công ty đã vượt qua tình thế ngàn cân treo sợi tóc nhưng chưa thực hiện thành công kế hoạch tái cấu trúc về tài chính do đó vẫn trong điều kiện khó khăn cũng trải qua giai đoạn khó khăn kéo dài hgal agrico kinh doanh dưới giá vốn khi các mảng cây ăn trái và cao su liên tục lận đận trong khi chăn nuôi chưa mang lại thành quả lớn ngoài ra công ty cũng mang trên mình nhiều khoản nợ tạo ra áp lực tài chính lớn tại phiên họp thường niên hồi tháng ông trần bá dương chủ tịch hội đồng quản trị hng từng lường trước kịch bản bị hủy niêm yết nhưng theo ông điều này không đáng lo ngại ông dương khẳng định dù chuyển sàn công ty vẫn công bố thông tin minh bạch và nếu thực hiện tốt giá cổ phiếu vẫn có thể cải thiện tất đạt,negative
chứng khoán phục hồi,lực cung suy yếu giúp chỉ số đại diện sàn hose diễn biến tích cực ngay khi mở cửa tiếp đó lực cầu bắt đáy trở lại ở nhóm ngân hàng và bất động sản khu công nghiệp hỗ trợ nâng đỡ chỉ số tuy nhiên nhìn chung thanh khoản vẫn ở mức thấp do tâm lý nhà đầu tư thận trọng sau nhiều cơn rung lắc trước đây sang buổi chiều tiền vào chứng khoán vẫn lình xình như phiên trước nhưng lực cầu chiếm ưu thế giúp chỉ số giữ sắc xanh liên tục càng về cuối phiên sắc xanh càng lan rộng trên bảng điện tỏa đi hầu hết nhóm ngành vn index đóng cửa trên điểm tăng gần điểm so với hôm qua cổ phiếu tăng giá trong khi thị trường vẫn ghi nhận mã giảm đóng góp lớn nhất cho chỉ số chung là fpt msn bcm ctg trong đó cổ phiếu masan đạt thanh khoản cao nhất thị trường với hơn tỷ đồng thị giá tăng sau khi công ty này báo lãi cao nhất gần hai năm ngoài ra thị trường cũng ghi nhận thêm một số mã thanh khoản trên trăm tỷ đồng nổi bật là pow và dbc khi tích lũy lần lượt và thanh khoản hôm nay trên sàn hose đạt hơn tỷ đồng tăng nhẹ so với hôm trước điểm tích cực là khối ngoại quay lại mua ròng gần tỷ đây là phiên thứ liên tiếp họ luân phiên gom rồi xả hàng tuần này vn index giảm gần điểm với ba phiên điều chỉnh chứng khoán đang rơi về vùng giá giữa tháng thanh khoản trong tuần có xu hướng giảm dần cho thấy nhà đầu tư giữ tâm lý rất thận trọng trước những biến động của thị trường giai đoạn gần đây nhóm phân tích của chứng khoán vietcombank vcbs cho rằng thị trường đang có những tín hiệu hồi phục tương đối rõ nét với dòng tiền lan tỏa ổn định giữa các nhóm ngành nhà đầu tư cân nhắc tiếp tục giải ngân từng phần với những mã cho tín hiệu hồi phục cùng thị trường tất đạt,positive
hai quỹ ngoại nắm trên vốn hdbank,ngân hàng phát triển tp hcm hdbank vừa công bố danh sách cổ đông nắm từ vốn điều lệ theo yêu cầu của luật các tổ chức tín dụng sửa đổi gồm hai quỹ ngoại và một doanh nghiệp liên quan đến tỷ phú nguyễn thị phương thảo trong đó quỹ đầu tư từ phần lan pyn elite fund non ucits đang nắm vốn hdbank đơn vị này cũng giữ nhiều cổ phiếu ngân hàng khác như shb stb mbb ctg tpb đơn vị còn lại là baillie gifford pacific fund quỹ ngoại sở hữu cổ phần hdbank quỹ ngoại này thành lập từ chuyên đầu tư vào khu vực châu á trừ nhật bản danh mục gồm nhiều khoản đầu tư vào các doanh nghiệp lớn như samsung electronics tencent luckin coffee quỹ ngoại này cũng đang sở hữu một số cổ phiếu ngân hàng khác với tỷ lệ thấp hơn như vcb mbb danh sách cổ đông lần này không cho thấy tỷ lệ nắm giữ trực tiếp của tỷ phú nguyễn phương thảo mà qua sở hữu của công ty cổ phần sovico công ty này có vốn điều lệ tỷ đồng do ông phạm khắc dũng làm chủ tịch hội đồng quản trị kiêm tổng giám đốc ông dũng giữ hơn triệu cổ phiếu hdb mức này tương đương tỷ lệ sở hữu gần ngân hàng ông phạm khắc dũng cũng đang là phó tổng giám đốc tập đoàn đa ngành sovico doanh nghiệp được sáng lập bởi tỷ phú nguyễn thị phương thảo phó chủ tịch hdbank theo luật các tổ chức tín dụng sửa đổi có hiệu lực từ các nhà băng phải công bố thông tin cổ đông nắm trên vốn điều lệ và người có liên quan danh sách người có liên quan cũng được mở rộng so với trước đồng thời luật mới cũng giảm giới hạn tỷ lệ sở hữu cho cổ đông là tổ chức gồm cổ phần cổ đông đó sở hữu gián tiếp từ xuống cổ đông và người có liên quan giảm từ xuống kể từ cổ đông và người có liên quan sở hữu cổ phần vượt trần theo quy định mới vẫn được duy trì nhưng không được phép tăng thêm trừ trường hợp nhận cổ tức bằng cổ phiếu quỳnh trang,neutral
nhóm doanh nghiệp nắm trên vốn msb,theo luật các tổ chức tín dụng sửa đổi hiệu lực từ ngân hàng phải công bố thông tin những cổ đông nắm từ vốn cùng người có liên quan theo công bố của ngân hàng hàng hải việt nam msb có cá nhân và doanh nghiệp giữ từ vốn nhà băng này danh sách này không thể hiện tỷ lệ sở hữu của ông trần anh tuấn chủ tịch msb và người thân tuy nhiên sự hiện diện của vợ ông tuấn là bà nguyễn thị nguyệt hường thể hiện gián tiếp qua rox group khi bà đang là chủ tịch tập đoàn này nhóm công ty thành viên của rox group và đơn vị có liên quan gián tiếp đến tập đoàn này gồm công ty cổ phần rox key holdings nắm vốn msb công ty cổ phần đầu tư xây dựng rox cons việt nam sở hữu vốn tại msb ngoài ra các công ty khác ngoài rox group cũng giữ tỷ lệ trên là công ty cổ phần đầu tư và cho thuê tài sản tnl công ty cổ phần đầu tư xây dựng rox cons việt nam sở hữu vốn tại msb công ty tnhh khu nghỉ dưỡng bãi dài là và công ty tnhh thành phố công nghệ xanh hà nội tổng cộng nhóm của rox group và một số doanh nghiệp khác đang giữ hơn vốn msb bên cạnh đó danh sách cổ đông sở hữu trên vốn của nhà băng tư nhân này còn có quỹ ngoại buenavista holdings limited với hơn tập đoàn bưu chính viễn thông vnpt cũng nắm hơn vốn msb và trong lộ trình thoái vốn khỏi nhà băng này ngoài ra danh sách này gồm một cá nhân duy nhất đứng tên trên vốn của msb là ông niliesh ratital banglorewala ông từng làm giám đốc khối quản lý tài chính tại msb và có thời gian ngắn là thành viên hội đồng quản trị của pgbank luật các tổ chức tín dụng sửa đổi có hiệu lực từ giảm giới hạn tỷ lệ sở hữu cho cổ đông là tổ chức gồm cổ phần cổ đông đó sở hữu gián tiếp từ xuống cổ đông và người có liên quan giảm từ xuống danh sách người có liên quan cũng được mở rộng so với trước kể từ cổ đông và người có liên quan sở hữu cổ phần vượt trần theo quy định mới vẫn được duy trì nhưng không được phép tăng thêm trừ trường hợp nhận cổ tức bằng cổ phiếu quỳnh trang,neutral
lpbank chỉ có hai cổ đông nắm trên cổ phần nhà băng,ngân hàng lộc phát việt nam lpbank vừa công bố danh sách cổ đông nắm trên vốn điều lệ theo quy định của luật các tổ chức tín dụng sửa đổi theo đó tổng công ty bưu điện việt nam vnpost vẫn đang nắm gần triệu cổ phiếu lpb tương đương tỷ lệ sở hữu người có liên quan vnpost sở hữu hơn cổ phiếu tương đương tỷ lệ chưa đến cổ đông còn lại thể hiện trên báo cáo là ông nguyễn đức thụy chủ tịch lpbank với hơn triệu cổ phiếu tương đương tỷ lệ sở hữu hơn người có liên quan ông thuỵ nắm gần cổ phiếu tương đương tỷ lệ như vậy theo danh sách do nhà băng công bố hơn cổ phần của lpbank là do các cổ đông nhỏ sở hữu dưới vốn đứng tên theo luật các tổ chức tín dụng sửa đổi hiệu lực từ ngân hàng phải công bố thông tin những cổ đông nắm từ vốn cùng người có liên quan danh sách những người có liên quan của cổ đông được mở rộng so với trước gồm cha mẹ nuôi cha dượng mẹ kế cha mẹ vợ cha mẹ chồng con rể anh chị em vợ anh chị em chồng anh em chị dâu ông bà nội ngoại dì bác cô chú tháng lpbank cũng vừa hoàn tất việc đổi tên từ bưu điện liên việt thành ngân hàng lộc phát việt nam điều này theo lãnh đạo ngân hàng nhằm hiện thực hóa chiến lược thay đổi hướng tới mục tiêu phát triển bền vững và mang lại thịnh vượng cho cộng đồng đại diện ban lãnh đạo lpbank cho biết thêm rằng trong quan niệm của người á đông hai chữ lộc phát tượng trưng cho phát triển tài lộc và may mắn từ năm ngoái ngân hàng này đã đổi nhận diện thương hiệu từ lienvietpostbank thành lpbank sau khi tổng công ty bưu chính việt nam vnpost có kế hoạch thoái vốn những thay đổi về thương hiệu và nhân sự cũng diễn ra sau khi ông thụy lên làm chủ tịch hội đồng quản trị ông thụy được bầu vào hội đồng quản trị lpbank từ cuối tháng và làm phó chủ tịch ngân hàng khoảng một tuần sau đó cuối năm ông được bầu vào vị trí chủ tịch hội đồng quản trị quỳnh trang,neutral
thanh khoản chứng khoán thấp nhất nửa năm,sau nhiều phiên chứng khoán điều chỉnh nhà đầu tư rơi vào tâm lý ngại giao dịch và chủ yếu đứng ngoài quan sát điều này khiến thanh khoản thị trường hôm nay giảm hơn tỷ về khoảng tỷ đồng đây là mức thấp nhất kể từ ngày buổi sáng dòng tiền chỉ nhích dần dần có lúc thấp hơn thanh khoản cùng kỳ hôm qua tới khoảng tỷ bên bán chiếm lĩnh sàn hose từ sớm đẩy chỉ số đại diện về dưới tham chiếu dần thủng mốc điểm vào cuối buổi đến trước khi nghỉ trưa tổng giá trị giao dịch mới ghi nhận hơn tỷ đồng thanh khoản vẫn tích lũy chậm chạp ở buổi chiều tuy nhiên lực cầu bắt đáy dần xuất hiện giúp chỉ số của sàn hose cải thiện hơn chốt phiên vn index dừng trên điểm giảm hơn điểm so với hôm qua sắc đỏ cũng bao trùm lên rổ vn và hai sàn hnx upcom toàn sàn có cổ phiếu giảm giá nhiều hơn so với cổ phiếu tăng các mã ctg hvn hpg gây ảnh hưởng tiêu cực nhất cho thị trường ở chiều ngược lại vic và bcm hỗ trợ chỉ số không giảm quá sâu xét theo ngành nhóm chứng khoán có hiệu suất kém nhất hôm nay ssi và vix lần lượt giảm và các mã có thanh khoản lớn như vci hcm vnd cũng rơi về vùng giá dưới tham chiếu bên cạnh đó bảng điện nhóm ngân hàng cũng xuất hiện nhiều sắc đỏ ctg và lpb lần lượt giảm và cổ phiếu stb tcb vib cùng đi lùi trên thị trường hôm nay còn chịu thêm áp lực từ khối ngoại khi họ quay lại bán ròng hơn tỷ đồng từ cuối tuần rồi nhà đầu tư nước ngoài luân phiên gom và xả hàng thay vì duy trì đà bán ròng liên tục như giai đoạn trước tất đạt,negative
các công ty chứng khoán cho vay margin kỷ lục,theo báo cáo tài chính quý ii dư nợ cho vay ký quỹ margin của các công ty chứng khoán tăng mạnh vay margin là việc nhà đầu tư vay thêm tiền của công ty chứng khoán để tăng sức mua sau đó sử dụng chính các cổ phiếu này làm tài sản thế chấp tính đến hết quý ii theo thống kê của fiingroup công ty chuyên cung cấp các dịch vụ phân tích dữ liệu và xếp hạng tín nhiệm tại việt nam quy mô dư nợ margin của công ty chứng khoán đạt gần tỷ đồng đây là mức kỷ lục từ trước đến nay và vượt qua đỉnh quý i tỷ tỷ lệ dư nợ cho vay margin trên tổng vốn hóa cũng cao kỷ lục ở mức dù vậy tốc độ tăng về quy mô cho vay không đồng đều chủ yếu ở nhóm các công ty chứng khoán lớn và một số đơn vị tầm trung đơn cử tại công ty chứng khoán kỹ thương khoản mục cho vay hoạt động ký quỹ đến cuối quý ii đạt gần tỷ đồng tăng hơn so với đầu năm công ty chứng khoán tp hcm hsc ghi nhận quy mô cho vay giao dịch chứng khoán tăng gấp rưỡi từ tỷ vào đầu năm lên hơn tỷ đồng ssi vndirect những công ty trong nhóm đầu về thị phần môi giới cũng tăng dư nợ vay ký quỹ vài nghìn tỷ trong những tháng gần đây ở nhóm tầm trung quy mô cho vay của chứng khoán tiên phong tps công ty chứng khoán trong hệ sinh thái của tpbank tăng gấp đôi trong nửa đầu năm đạt gần tỷ đồng tới hết tháng tuy nhiên vay margin tăng nhanh diễn ra trong giai đoạn thị trường chứng khoán biến động mạnh thanh khoản không đột biến thậm chí giảm đầu tháng vn index rơi từ vùng xuống dưới điểm chỉ số của sàn hose được kéo lại trong tháng nhưng vẫn thất bại khi chinh phục ngưỡng tâm lý điểm cuối tháng thị trường tiếp tục điều chỉnh về điểm với thanh khoản sụt giảm sự tăng trưởng của dư nợ margin phần lớn liên quan đến các giao dịch cổ đông lớn và lãnh đạo doanh nghiệp để mua lại các lô cổ phiếu thông qua thỏa thuận ông nguyễn quang thuân chủ tịch kiêm ceo fiingroup bình luận ông phân tích quy mô cho vay ký quỹ đạt kỷ lục vào quý ii nhưng diễn ra trong bối cảnh thanh khoản bình quân ngày không tăng so với tháng đầu năm nhà đầu tư cá nhân vẫn mua ròng nhiều nhưng không thể hấp thụ quy mô cho vay margin tăng trong quý ii ceo fiingroup đánh giá trong khi đó số dư tiền gửi của nhà đầu tư tại các công ty chứng khoán giảm gần so với quý trước những thay đổi này cho thấy vấn đề là quy mô dư nợ margin tăng cao không đến từ giao dịch của nhà đầu tư cá nhân dư nợ cho vay margin tiếp tục đạt đỉnh trong quý ii ảnh fiingroup tương tự ông nguyễn thế minh giám đốc phân tích công ty chứng khoán yuanta cũng cho rằng dư nợ margin tăng trong quý ii đến từ những câu chuyện riêng quy mô dư nợ margin tăng trong quý ii tập trung nhiều ở những công ty chứng khoán hay làm deal ông minh nói theo chuyên gia này riêng quý ii nhà đầu tư nước ngoài đã bán ròng hơn tỷ đồng quy mô bán ròng này một phần được đẩy ra thị trường nhưng phần còn lại được hấp thụ bởi các nhà đầu tư trong nước những cổ đông lớn của chính các doanh nghiệp do đó một phần quy mô cho vay margin được sử dụng cho việc này ngoài ra theo ông minh chỉ tiêu cho vay ký quỹ gia tăng cũng là điều phù hợp với diễn biến tăng vốn của các công ty chứng khoán trong giai đoạn trước và sự mở rộng của số lượng nhà đầu tư nhờ quy mô margin tăng trong quý ii phần nhiều phục vụ các giao dịch lô lớn ceo fiingroup cho rằng rủi ro của thị trường được giảm bớt nếu thị trường vẫn đi ngang dao động trong biên độ như hiện nay rủi ro do margin sẽ không lớn ông thuận nhận xét trong khi đó ông thế minh cho rằng biến động nhanh của chứng khoán vài tháng gần đây đến từ hoạt động cho vay bên ngoài thay vì các công ty chứng khoán trên thị trường vay kho là cách các nhà đầu tư sử dụng biện pháp ủy thác đầu tư nhằm dùng đòn bẩy quy mô lớn hơn hiện các công ty chứng khoán chỉ được phép cho vay tỷ lệ tối đa tức nhà đầu tư được mua chứng khoán với quy mô gấp đôi số tiền bỏ vào tỷ lệ này chỉ áp dụng với danh mục cổ phiếu nhất định chủ yếu là những mã bluechip hoặc có nền tảng tốt nhưng nếu dùng vay kho tỷ lệ vay có thể lên nhà đầu tư bỏ ra triệu có thể mua cổ phiếu quy mô triệu đồng thậm chí cao hơn danh mục vay cũng đa dạng thậm chí các mã trên thị trường upcom cũng có thể áp dụng tuy nhiên tỷ lệ vay càng lớn rủi ro càng cao với tỷ lệ cổ phiếu chỉ cần giảm hai phiên hết biên độ là có thể bị thanh lý vị thế với thị trường upcom biên độ tới mỗi phiên một phiên giảm sàn có thể cháy tài khoản những phiên giao dịch với đặc thù tăng nhanh giảm sốc dao động với biên độ cao có thể do hoạt động xử lý của những kho bên ngoài ông minh nhận xét minh sơn,neutral
cổ đông trong nước nắm hơn vốn ngân hàng phương đông,theo quy định của luật các tổ chức tín dụng có hiệu lực từ các ngân hàng phải công khai thông tin cổ đông sở hữu trên vốn điều lệ ngân hàng phương đông ocb vừa công bố danh sách thuộc diện này theo đó ocb có cổ đông sở hữu trên vốn điều lệ ngân hàng trong đó gồm cổ đông ngoại là aozora bank portal global limited và pyn elite fund cá nhân và doanh nghiệp trong nước còn lại nắm giữ hơn vốn điều lệ với nhóm nhà đầu tư cá nhân ông trịnh văn tuấn chủ tịch ocb cùng người có liên quan nắm giữ tổng cộng vốn điều lệ một số cá nhân khác nắm giữ lượng lớn cổ phiếu ocb gồm bà trịnh mai linh trịnh mai vân ông nguyễn đức toàn bà cao thị quế anh bà trịnh thị mai anh ông phan trung về phía tổ chức ngoài văn phòng thành uỷ sở hữu vốn doanh nghiệp đang nắm giữ cổ phần ngân hàng phương đông nhóm này gồm tổng công ty bến thành tnhh mtv công ty cổ phần đầu tư bình an house công ty cổ phần greenwave capital công ty cổ phần đầu tư hvr công ty cổ phần phát triển hạ tầng khu công nghiệp tây ninh công ty cổ phần năng lượng tái tạo hve công ty cổ phần next green capital công ty cổ phần đầu tư và xây lắp điện số công ty tnhh đầu tư tqa theo luật các tổ chức tín dụng sửa đổi hiệu lực từ danh sách những người có liên quan của cổ đông được mở rộng so với trước gồm cha mẹ nuôi cha dượng mẹ kế cha mẹ vợ cha mẹ chồng con rể anh chị em vợ anh chị em chồng anh em chị dâu ông bà nội ngoại dì bác cô chú pháp nhân cá nhân khác có mối quan hệ tiềm ẩn rủi ro cho hoạt động của tổ chức tín dụng được xác định theo quy định nội bộ của ngân hàng hoặc theo yêu cầu của ngân hàng nhà nước qua thanh tra giám sát cũng được xem là người có liên quan điểm quan trọng khác trong luật các tổ chức tín dụng sửa đổi là việc giảm giới hạn tỷ lệ sở hữu cho cổ đông là tổ chức gồm cổ phần cổ đông đó sở hữu gián tiếp từ xuống cổ đông và người có liên quan giảm từ xuống kể từ cổ đông và người có liên quan sở hữu cổ phần vượt trần theo quy định mới vẫn được duy trì nhưng không được phép tăng thêm trừ trường hợp nhận cổ tức bằng cổ phiếu quỳnh trang,neutral
tiền đổ vào nhóm cổ phiếu bất động sản,chứng khoán mở cửa phiên hôm nay trong sắc đỏ chịu ảnh hưởng từ nhịp giảm mạnh trong chiều vn index giằng co gần tham chiếu rồi bị kéo về dưới điểm vào giữa phiên sáng áp lực bán tăng nhanh nhưng lực hồi cũng nhanh không kém khi chỉ số của hose bật ngược trở lại trước giờ nghỉ trưa sang phiên chiều xu hướng có phần tích cực hơn dòng tiền hướng vào những nhóm giảm mạnh gần đây như hóa chất bất động sản chứng khoán giúp chỉ số đảo chiều chốt phiên vn index dừng ở mức điểm tăng gần điểm so với phiên trước vn index có thêm gần điểm dừng ở điểm trên sàn hà nội hnx index và upcom index đóng cửa trên tham chiếu trong nhóm bluechip pow plx ssb tăng trên vjc tpb có thêm hơn shb acb msn stb vpb mbb vượt tham chiếu nhóm mid cap và penny giao dịch sôi động hơn trong đó cổ phiếu bất động sản hóa chất hàng hóa và dịch vụ công nghiệp hút dòng tiền ở nhóm bất động sản dxg có thêm gần dig tăng gần nvl hqc scr đều giao dịch khởi sắc ngược lại cổ phiếu qcg của quốc cường gia lai tiếp tục ở trạng thái trắng bảng bên mua với thanh khoản nhỏ giọt đến cuối phiên hơn triệu cổ phiếu qcg treo bán giá sàn đây là phiên thứ liên tiếp mã này giảm sàn sau khi bà nguyễn thị như loan bị bắt cuối tuần trước thanh khoản toàn thị trường đạt hơn tỷ đồng trong đó thanh khoản trên sàn hose chiếm gần tỷ giảm nhẹ so với phiên trước nhà đầu tư nước ngoài hôm nay mua ròng hơn tỷ đồng cuối phiên sàn hose có cổ phiếu tăng giá so với cổ phiếu giảm giá rổ vn hôm nay chỉ có một mã tăng trên là gvr cổ phiếu này cũng đóng góp nhiều nhất cho vn index với gần điểm khi tăng kịch trần lên đồng ngược lại hvn là cổ phiếu ghì chỉ số xuống nhiều nhất khi giảm hơn xuống đồng minh sơn,positive
vpbank có cổ đông cá nhân nắm từ vốn,theo quy định của luật các tổ chức tín dụng có hiệu lực từ các ngân hàng phải công khai thông tin cổ đông sở hữu trên vốn điều lệ ngân hàng theo công bố của ngân hàng việt nam thịnh vượng vpbank tính đến vpbank có cá nhân sở hữu trên vốn điều lệ ngân hàng tổng cộng người này nắm giữ hơn vốn vpbank với nhóm tổ chức sumitomo mitsui nắm hơn cổ phần nhà băng công ty cổ phần diera corp nắm hơn người có liên quan doanh nghiệp này nắm composite capital master nắm vietnam enterprise nắm và người có liên quan nắm luật các tổ chức tín dụng sửa đổi cũng giảm giới hạn tỷ lệ sở hữu cho cổ đông là tổ chức gồm cổ phần cổ đông đó sở hữu gián tiếp từ xuống ông ngô chí dũng chủ tịch vpbank tính đến nắm hơn triệu cổ phiếu vpb tương đương tỷ lệ sở hữu hơn người có liên quan tới ông dũng nắm giữ tỷ cổ phiếu tương đương sở hữu vốn điều lệ như vậy ông dũng và người có liên quan nắm giữ hơn vốn điều lệ vpbank trong khi tỷ lệ sở hữu công bố cuối năm tại báo cáo quản trị theo luật chứng khoán là sự khác biệt này là do kể từ theo luật các tổ chức tín dụng mới cổ đông và người có liên quan được phép nắm giữ thay vì như trước trường hợp nhóm này sở hữu cổ phần vượt trần theo quy định mới tức tỷ lệ sở hữu trước vẫn được duy trì nhưng không được phép tăng thêm trừ trường hợp nhận cổ tức bằng cổ phiếu tỷ lệ sở hữu của nhóm cổ đông có liên quan đến ông dũng thay đổi lớn một phần do quy định mới mở rộng hơn về những người có liên quan theo đó danh sách những người có liên quan được mở rộng so với trước gồm cả cha mẹ nuôi cha mẹ vợ cha mẹ chồng anh em rể chị em dâu ông bà nội ngoại bên cạnh đó pháp nhân cá nhân khác có mối quan hệ tiềm ẩn rủi ro cho hoạt động của tổ chức tín dụng được xác định theo quy định nội bộ của ngân hàng hoặc theo yêu cầu của ngân hàng nhà nước qua thanh tra giám sát cũng được xem là người có liên quan quỳnh trang,neutral
chứng khoán chao đảo cuối phiên,chỉ số của sàn hose mở cửa tăng điểm nhẹ rồi nhanh chóng giằng co khi thanh khoản mỏng lực cầu không nhiều mà chủ yếu tham gia với tâm lý thăm dò sau h thị trường bị nhuộm đỏ nhưng biên độ khá nông vì lực bán không mạnh giao dịch trầm lắng sang buổi chiều thanh khoản có dấu hiệu cải thiện nhưng bên bán chiếm ưu thế hơn hẳn khoảng sau h chỉ số đại diện sàn hose giảm mạnh hơn lần lượt rời khỏi các mốc quan trọng điểm và có lúc về sát điểm thị trường có cú giằng co nhẹ trước khi bước vào phiên atc vn index đóng cửa giảm gần điểm về khoảng điểm đây là phiên điều chỉnh mạnh nhất trong gần một tháng qua toàn sàn hose có đến cổ phiếu giảm giá trong khi chỉ ghi nhận mã tăng một số cổ phiếu giảm về giá sàn nổi bật là dgw dbc vtp csv và dpg trừ công nghệ và công nghiệp với đại diện là fpt và vos tất cả nhóm cổ phiếu còn lại đều có chỉ số ngành đi lùi sắc đỏ cũng bao trùm rổ vn với cổ phiếu giảm đẩy chỉ số đại diện sụt hơn điểm trong hôm nay tương tự hnx index giảm gần điểm và chỉ số sàn upcom điều chỉnh hơn điểm với vốn hóa chiếm tỷ trọng lớn dòng tiền giao dịch cao ngân hàng là một trong những ngành chính làm vn index chao đảo mbb là cổ phiếu mất giá nhất trong nhóm có thanh khoản cao khi giảm các mã tpb ctg stb acb bid và msb cũng giảm mạnh từ ngành này góp đại diện vào nhóm cổ phiếu tác động tiêu cực nhất đến thị trường lần lượt gồm bid mbb ctg acb vpb và tcb bảng điện bất động sản cũng có nhiều sắc đỏ trong nhóm có thanh khoản lớn hdg giảm mạnh nhất và theo sau là tch với các mã còn lại như dig dxg idc pdr đều giảm trên điểm sáng trong phiên điều chỉnh hôm nay là thanh khoản không quá cao chỉ hơn tỷ đồng giảm hơn tỷ so với hôm qua mặt khác nhà đầu tư nước ngoài trở lại bán ròng khoảng tỷ đồng nhưng đây vẫn là mức thấp thứ nhì trong tháng này theo chứng khoán vietcombank vcbs áp lực bán gia tăng cuối phiên khiến chứng khoán trượt điểm mạnh và lực cầu chưa có sự tham gia cho thấy dòng tiền còn đang chủ động đứng ngoài theo dõi trong bối cảnh chưa có tín hiệu ổn định trở lại với diễn biến hiện tại vcbs khuyến nghị nhà đầu tư cơ cấu lại danh mục theo hướng giảm tỷ trọng đối với những mã yếu hạn chế giải ngân mua mới và kiên nhẫn chờ đợi những tín hiệu xác nhận đảo chiều từ thị trường tất đạt,negative
công ty chứng khoán của techcombank lãi lớn nhờ trái phiếu,công ty chứng khoán kỹ thương tcbs công ty con của techcombank đơn vị đứng đầu về giao dịch trái phiếu doanh nghiệp trên thị trường ghi nhận lợi nhuận tăng vọt trong nửa đầu năm nay theo báo cáo tài chính bán niên tcbs ghi nhận hơn tỷ đồng lãi bán các tài sản tài chính fvtpl trong đó hơn tỷ lãi bán các trái phiếu doanh nghiệp chưa niêm yết cổ phiếu chưa niêm yết và trái phiếu doanh nghiệp niêm yết đóng góp hơn tỷ đồng mỗi loại hoạt động môi giới cũng ghi nhận doanh thu tăng cùng kỳ đạt hơn tỷ đồng tuy nhiên nguồn thu từ cho vay ký quỹ margin còn lớn hơn với lãi các khoản cho vay và phải thu đạt hơn tỷ gần gấp đôi cùng kỳ năm trong khi các cấu phần doanh thu tăng vọt chi phí hoạt động giảm nhẹ lỗ bán các tài sản tài chính fvtpl bằng cùng kỳ chi phí tư vấn cũng giảm tương đương trong khi chi phí môi giới tăng kết quả này giúp tcbs đạt mức lãi ròng hơn tỷ đồng trong nửa đầu năm nay gấp gần ba lần cùng kỳ năm đến cuối quý ii tổng tài sản của công ty chứng khoán này đạt hơn tỷ đồng tăng gần so với đầu năm trong đó hai khoản mục tăng mạnh nhất là các khoản cho vay và danh mục tài sản tài chính sẵn sàng để bán afs ở hoạt động môi giới chứng khoán cho vay margin của tcbs đến cuối quý ii tăng lên gần tỷ đồng so với mức hơn tỷ vào đầu năm trong danh mục afs quy mô trái phiếu chưa niêm yết tại công ty con của techcombank tăng hơn tỷ so với đầu năm lên tỷ đồng cổ phiếu niêm yết và trái phiếu doanh nghiệp niêm yết ghi nhận lần lượt là tỷ và tỷ đồng tạm thời lỗ nhẹ theo giá trị đánh giá lại đến cuối quý ii công ty chứng khoán này sở hữu gần vốn tại công ty cổ phần đầu tư dream city villas hưng yên và công ty cổ phần đầu tư và phát triển newco với tổng giá trị đầu tư hơn tỷ đồng hai doanh nghiệp này cũng là các thành viên hoạt động tích cực trên thị trường trái phiếu doanh nghiệp nửa đầu năm nay phát hành trái phiếu doanh nghiệp tăng vọt thị trường ghi nhận hơn doanh nghiệp phát hành trái phiếu riêng lẻ trị giá tỷ đồng gấp lần cùng kỳ bên mua chủ yếu là tổ chức với gần khối lượng phát hành trên thị trường sơ cấp tập trung vào các tổ chức tín dụng và công ty chứng khoán minh sơn,positive
